crop label,Farm_ID,NDVI,Date,ground truth month,LATITUDE,LONGITUDE,"Lat, Long"
Cotton,C013,-0.04183673469,2022-06-15,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.4268041237,2022-09-03,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.03949447077,2022-09-18,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.4961403509,2022-09-28,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.5633802817,2022-10-03,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,-0.056072133,2022-10-08,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.6466117796,2022-10-18,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.6229562896,2022-10-23,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.5952380952,2022-10-28,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.6062378168,2022-11-02,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.5703942076,2022-11-07,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.4474599861,2022-11-12,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.4173343044,2022-11-17,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.4015911449,2022-11-22,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3729050279,2022-11-27,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3738140417,2022-12-02,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3287566743,2022-12-17,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.323205469,2022-12-22,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3009487666,2022-12-27,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3096559378,2023-01-01,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3710788064,2023-01-06,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3105802048,2023-01-11,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2854961832,2023-01-16,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.3007518797,2023-01-21,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2989108511,2023-01-26,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.21414791,2023-01-31,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2375601926,2023-02-05,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2307692308,2023-02-10,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2343632253,2023-02-15,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2253829322,2023-02-20,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.2203389831,2023-02-25,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1911869225,2023-03-02,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,-0.1031656303,2023-03-07,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1903651904,2023-03-12,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1514084507,2023-03-17,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1611721612,2023-03-22,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1723845828,2023-03-27,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1793440335,2023-04-01,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,-0.006933976485,2023-04-06,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1238825032,2023-04-11,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1034482759,2023-04-16,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
Cotton,C013,0.1608133087,2023-04-21,2022-12-15,20.64617826,78.05219396,"20.64617826, 78.05219396"
